text,label
Gás de cozinha hoje,Moradia
"Conta de luz Itaú R$ 419,54",Moradia
Depósito de salário Unimed,Renda
REMÉDIO IBUPROFENO URGENTE,Saúde
COMPRA NO CARREFOUR URGENTE,Mercado
Estacionamento academia,Transporte
"Serviço Office 365 hoje R$ 147,13",Outros
Udemy Machine Learning 😅,Educação
SERVIÇO GOOGLE ONE URGENTE,Outros
Show/ingresso ✅,Lazer
YouTube Premium (pix),Assinaturas
Conta de luz Nubank,Moradia
Bônus do trabalho,Renda
FUI NO ATACADÃO COMPRAR COMIDA URGENTE,Mercado
Passagem de ônibus 😅,Transporte
"Spotify R$ 238,80",Assinaturas
COMPRA DE SUPERMERCADO ASSAÍ ✅,Mercado
Netflix 😅,Assinaturas
"Manutenção computador (pix) R$ 589,97",Outros
Remédio antialérgico,Saúde
Paguei aluguel,Moradia
Show/ingresso,Lazer
FUI NO ASSAÍ COMPRAR COMIDA,Mercado
Conta de luz Copasa ✅,Moradia
"SERVIÇO GOOGLE ONE (PIX) R$ 438,74",Outros
Presente para Maria,Outros
Serviço iCloud 😅,Outros
Uber para aeroporto ✅,Transporte
Serviço iCloud,Outros
Restaurante Pizzaria 😅,Lazer
Show/ingresso hoje,Lazer
Passeio turístico trabalho ✅,Viagem
Internet Tim urgente,Moradia
"Pagamento diverso hoje R$ 428,71",Outros
PIX RECEBIDO DO JOÃO (PIX),Renda
Hotel em trabalho,Viagem
"Mensalidade faculdade (pix) R$ 549,05",Educação
"AÇOUGUE BOM PREÇO (PIX) R$ 87,21",Mercado
Uber para centro urgente,Transporte
Gás de cozinha,Moradia
Remédio antialérgico,Saúde
Açougue Popular urgente,Mercado
Fui no Atacadão comprar comida,Mercado
Pix recebido do pai ✅,Renda
HOTEL EM CASA HOJE,Viagem
COMPRA NA DA ESQUINA,Outros
RECEBIMENTO FREELANCE {TIPO} ✅,Renda
Renovação Google One ✅,Assinaturas
YouTube Premium ✅,Assinaturas
Udemy Machine Learning,Educação
DENTISTA 😅,Saúde
"Airbnb aeroporto ✅ R$ 588,24",Viagem
"Seguro viagem R$ 577,38",Viagem
Passagem aérea Gol urgente,Viagem
Paguei aluguel,Moradia
Remédio antialérgico hoje,Saúde
Mensalidade faculdade 😅,Educação
Hortifruti Central 😅,Mercado
"Udemy Python R$ 269,55",Educação
Hotel em trabalho,Viagem
Exame de sangue hoje,Saúde
UBER PARA ACADEMIA,Transporte
"Netflix (pix) R$ 268,25",Assinaturas
Plano de saúde Unimed,Saúde
Airbnb trabalho ✅,Viagem
"Airbnb casa hoje R$ 370,05",Viagem
YouTube Premium,Assinaturas
Doação 😅,Outros
Padaria Popular,Mercado
Fui no Supermercado local comprar comida,Mercado
Alura,Educação
Manutenção carro,Outros
Cinema com amigos,Lazer
Plano de saúde Tim,Saúde
99 para casa ✅,Transporte
Passagem de ônibus (pix),Transporte
Netflix,Assinaturas
AÇOUGUE CENTRAL,Mercado
Consulta médica hoje,Saúde
Compra de supermercado Carrefour urgente,Mercado
"Airbnb aeroporto R$ 565,75",Viagem
Pix recebido do pai ✅,Renda
Estacionamento casa urgente,Transporte
Depósito de salário Copasa hoje,Renda
AÇOUGUE BOM PREÇO 😅,Mercado
"Compra na Central R$ 566,97",Outros
INTERNET ITAÚ (PIX),Moradia
Pedágio trabalho,Transporte
Fui no Pão de Açúcar comprar comida 😅,Mercado
Estacionamento casa,Transporte
"Serviço Google One R$ 62,66",Outros
RECEBIMENTO FREELANCE {TIPO} 😅,Renda
Açougue da esquina (pix),Mercado
Conta de luz Nubank ✅,Moradia
"Passeio turístico aeroporto R$ 507,57",Viagem
Udemy Machine Learning 😅,Educação
Condomínio do apartamento,Moradia
"Pix recebido do Maria (pix) R$ 165,78",Renda
Pix recebido do João,Renda
"Gás de cozinha (pix) R$ 550,32",Moradia
Bônus do trabalho hoje,Renda
CONTA DE LUZ NUBANK,Moradia
"Serviço iCloud ✅ R$ 300,73",Outros
Hotel em trabalho ✅,Viagem
Dentista hoje,Saúde
Fui no Pão de Açúcar comprar comida,Mercado
Farmácia Drogasil hoje,Saúde
Alura 😅,Educação
Dentista urgente,Saúde
Mensalidade faculdade,Educação
Passagem aérea Gol 😅,Viagem
Condomínio do apartamento urgente,Moradia
"PASSAGEM DE ÔNIBUS HOJE R$ 443,59",Transporte
BÔNUS DO TRABALHO,Renda
Curso Python ✅,Educação
"Conta de luz Vivo 😅 R$ 398,03",Moradia
Pedágio aeroporto ✅,Transporte
Conta de luz Vivo 😅,Moradia
Alura hoje,Educação
Presente para pai hoje,Outros
Conta de luz Unimed,Moradia
"Depósito de salário Unimed R$ 97,58",Renda
"Alura ✅ R$ 475,55",Educação
Padaria Popular hoje,Mercado
"Exame de sangue 😅 R$ 346,79",Saúde
Pix recebido do Maria hoje,Renda
"Passagem aérea Gol hoje R$ 101,87",Viagem
Gasolina no Ipiranga 😅,Transporte
Conta de água Tim 😅,Moradia
"Pagamento Vivo R$ 135,45",Renda
Show/ingresso 😅,Lazer
Conta de água Tim 😅,Moradia
"Bônus do trabalho (pix) R$ 374,05",Renda
Passagem de ônibus (pix),Transporte
Alura (pix),Educação
"Show/ingresso ✅ R$ 430,94",Lazer
Material escolar,Educação
Renovação ChatGPT Plus (pix),Assinaturas
"Alura R$ 211,62",Educação
Uber para aeroporto 😅,Transporte
Exame de sangue,Saúde
Aluguel de carro (pix),Viagem
Hotel em trabalho urgente,Viagem
AMAZON PRIME,Assinaturas
Compra de supermercado Supermercado local,Mercado
Paguei aluguel urgente,Moradia
Udemy Python 😅,Educação
Airbnb casa,Viagem
Doação ✅,Outros
CURSO INGLÊS,Educação
Padaria Popular urgente,Mercado
Exame de sangue,Saúde
Consulta médica hoje,Saúde
Udemy Python,Educação
Conta de luz Tim,Moradia
"Renovação iCloud R$ 542,03",Assinaturas
Conta de água Enel hoje,Moradia
Compra no Pão de Açúcar,Mercado
Renovação iCloud urgente,Assinaturas
Paguei aluguel,Moradia
"Manutenção moto R$ 315,17",Outros
Curso Inglês,Educação
CONTA DE LUZ NUBANK URGENTE,Moradia
MATERIAL ESCOLAR 😅,Educação
Consulta médica,Saúde
"Passeio turístico aeroporto ✅ R$ 567,77",Viagem
Recebimento freelance {tipo} (pix),Renda
"Manutenção carro R$ 64,31",Outros
Cinema com amigos hoje,Lazer
"Aluguel de carro (pix) R$ 244,45",Viagem
Netflix hoje,Assinaturas
"Recebimento freelance {tipo} (pix) R$ 193,70",Renda
Plano de saúde Vivo (pix),Saúde
"Manutenção carro R$ 21,38",Outros
RECEBI SALÁRIO 😅,Renda
Sorvete Restaurante japonês 😅,Lazer
Serviço iCloud (pix),Outros
PIX RECEBIDO DO JOÃO,Renda
Gás de cozinha urgente,Moradia
"Passagem de ônibus urgente R$ 540,27",Transporte
NETFLIX,Assinaturas
Consulta médica,Saúde
Bônus do trabalho,Renda
Plano de saúde Tim ✅,Saúde
"Passeio turístico academia R$ 525,83",Viagem
"Manutenção moto R$ 293,34",Outros
Airbnb centro (pix),Viagem
"Amazon Prime R$ 457,25",Assinaturas
Padaria Popular,Mercado
"Passagem aérea Azul ✅ R$ 282,66",Viagem
Compra na Central hoje,Outros
Internet Tim 😅,Moradia
Compra de livro machine learning hoje,Educação
Airbnb casa,Viagem
Doação,Outros
Amazon Prime,Assinaturas
Padaria Bom Preço ✅,Mercado
Condomínio do apartamento 😅,Moradia
Passeio turístico aeroporto ✅,Viagem
"Renovação Office 365 (pix) R$ 196,51",Assinaturas
BAR OUTBACK HOJE,Lazer
Restaurante McDonald's urgente,Lazer
Mensalidade faculdade,Educação
Plano de saúde Nubank urgente,Saúde
Aluguel de carro,Viagem
Udemy Inglês,Educação
GÁS DE COZINHA,Moradia
Fui no Atacadão comprar comida hoje,Mercado
Serviço Google One hoje,Outros
Show/ingresso urgente,Lazer
Recebi salário,Renda
Bônus do trabalho ✅,Renda
"Compra de supermercado Pão de Açúcar R$ 519,34",Mercado
"Condomínio do apartamento R$ 293,10",Moradia
Internet Tim,Moradia
Recebi salário hoje,Renda
Internet Nubank urgente,Moradia
Açougue da esquina,Mercado
"INTERNET CLARO URGENTE R$ 216,35",Moradia
"Material escolar R$ 587,01",Educação
Condomínio do apartamento,Moradia
Pix recebido do cliente 😅,Renda
Remédio ibuprofeno urgente,Saúde
Estacionamento centro 😅,Transporte
Restaurante McDonald's hoje,Lazer
Compra de supermercado Atacadão ✅,Mercado
Spotify 😅,Assinaturas
Depósito de salário Enel ✅,Renda
Aluguel de carro,Viagem
Bônus do trabalho urgente,Renda
FUI NO SUPERMERCADO LOCAL COMPRAR COMIDA,Mercado
Bar Outback ✅,Lazer
"Recebimento freelance {tipo} R$ 129,17",Renda
Depósito de salário Unimed,Renda
Restaurante Burger King 😅,Lazer
Presente para pai,Outros
Udemy Machine Learning urgente,Educação
"Estacionamento aeroporto (pix) R$ 449,05",Transporte
"Ifood McDonald's (pix) R$ 258,43",Lazer
Aluguel de carro,Viagem
AMAZON PRIME ✅,Assinaturas
AIRBNB ACADEMIA,Viagem
Açougue da esquina ✅,Mercado
Internet Claro hoje,Moradia
Recebi salário urgente,Renda
Conta de luz Nubank,Moradia
Curso Python,Educação
Passagem aérea Latam 😅,Viagem
Consulta médica ✅,Saúde
Paguei aluguel hoje,Moradia
Aluguel de carro,Viagem
PAGUEI ALUGUEL,Moradia
DENTISTA URGENTE,Saúde
Compra de livro estatística (pix),Educação
PLANO DE SAÚDE UNIMED HOJE,Saúde
"Restaurante Burger King hoje R$ 68,63",Lazer
HOTEL EM AEROPORTO (PIX),Viagem
Pix recebido do Maria,Renda
"Mensalidade faculdade hoje R$ 130,83",Educação
Bônus do trabalho urgente,Renda
Internet Tim,Moradia
Spotify urgente,Assinaturas
Passeio turístico aeroporto urgente,Viagem
Açougue Central (pix),Mercado
NETFLIX,Assinaturas
Netflix,Assinaturas
COMPRA NO PÃO DE AÇÚCAR,Mercado
Assinatura Office 365,Assinaturas
Amazon Prime 😅,Assinaturas
CONSULTA MÉDICA ✅,Saúde
Curso Inglês,Educação
"99 para trabalho hoje R$ 507,31",Transporte
Ifood Pizzaria ✅,Lazer
"Presente para mãe 😅 R$ 206,93",Outros
Passagem de ônibus,Transporte
"Pix recebido do cliente R$ 409,90",Renda
Pix recebido do João (pix),Renda
"Pix recebido do Maria urgente R$ 34,72",Renda
Recebimento freelance {tipo},Renda
Plano de saúde Vivo ✅,Saúde
Recebi salário,Renda
"Conta de luz Claro (pix) R$ 192,15",Moradia
"Recebimento freelance {tipo} 😅 R$ 533,59",Renda
Airbnb casa (pix),Viagem
Mensalidade faculdade urgente,Educação
"Passeio turístico aeroporto ✅ R$ 161,79",Viagem
"Alura ✅ R$ 132,28",Educação
Consulta médica,Saúde
Bônus do trabalho urgente,Renda
Pagamento Copasa,Renda
"Estacionamento trabalho (pix) R$ 372,41",Transporte
Pedágio trabalho urgente,Transporte
"Recebi salário R$ 511,77",Renda
PAGAMENTO VIVO ✅,Renda
"Netflix 😅 R$ 37,29",Assinaturas
Seguro viagem hoje,Viagem
Gasolina no Ale 😅,Transporte
Gás de cozinha,Moradia
Show/ingresso hoje,Lazer
Udemy Power BI hoje,Educação
"GASOLINA NO ALE (PIX) R$ 489,54",Transporte
Passagem aérea Gol,Viagem
"PIX RECEBIDO DO JOÃO URGENTE R$ 526,34",Renda
Recebimento freelance {tipo} hoje,Renda
"Remédio antialérgico 😅 R$ 523,23",Saúde
Fui no Atacadão comprar comida ✅,Mercado
Material escolar urgente,Educação
GASOLINA NO SHELL,Transporte
Remédio ibuprofeno,Saúde
CURSO MACHINE LEARNING,Educação
Pix recebido do mãe 😅,Renda
Presente para João urgente,Outros
99 para aeroporto hoje,Transporte
Paguei aluguel 😅,Moradia
Passagem aérea Azul,Viagem
"Udemy Inglês urgente R$ 252,06",Educação
Hotel em trabalho,Viagem
"Depósito de salário Unimed R$ 151,14",Renda
Compra de supermercado Carrefour hoje,Mercado
Pix recebido do mãe,Renda
Conta de luz Tim 😅,Moradia
Curso Machine Learning ✅,Educação
Serviço Office 365,Outros
Ifood Outback hoje,Lazer
Uber para centro,Transporte
Remédio vitamina C urgente,Saúde
Doação 😅,Outros
Manutenção carro ✅,Outros
AIRBNB CENTRO,Viagem
99 para centro hoje,Transporte
Aluguel de carro,Viagem
"UBER PARA TRABALHO 😅 R$ 178,22",Transporte
"Açougue Bom Preço R$ 442,63",Mercado
Pix recebido do Maria hoje,Renda
Compra na Bom Preço ✅,Outros
Compra no Assaí urgente,Mercado
CONSULTA MÉDICA HOJE,Saúde
COMPRA NA BOM PREÇO,Outros
"Recebimento freelance {tipo} R$ 10,87",Renda
Hortifruti da esquina ✅,Mercado
GÁS DE COZINHA,Moradia
Recebi salário 😅,Renda
HOTEL EM TRABALHO,Viagem
"Renovação ChatGPT Plus 😅 R$ 101,34",Assinaturas
Manutenção moto,Outros
"Recebi salário R$ 133,82",Renda
Alura urgente,Educação
Pix recebido do Maria hoje,Renda
Aluguel de carro,Viagem
"Manutenção celular hoje R$ 406,95",Outros
Hortifruti Central,Mercado
DENTISTA 😅,Saúde
Mensalidade faculdade,Educação
Conta de luz Itaú ✅,Moradia
CURSO PYTHON,Educação
Seguro viagem ✅,Viagem
Pix recebido do João,Renda
Padaria Bom Preço,Mercado
Bar Restaurante japonês,Lazer
Cinema com amigos,Lazer
"Mensalidade faculdade R$ 262,42",Educação
"Pagamento Vivo R$ 292,10",Renda
REMÉDIO IBUPROFENO,Saúde
ALURA,Educação
"Internet Tim urgente R$ 522,47",Moradia
Seguro viagem,Viagem
"ALUGUEL DE CARRO ✅ R$ 70,61",Viagem
CINEMA COM AMIGOS,Lazer
"Plano de saúde Vivo R$ 216,61",Saúde
99 para casa ✅,Transporte
"Netflix (pix) R$ 136,58",Assinaturas
Passeio turístico academia ✅,Viagem
"Material escolar ✅ R$ 177,24",Educação
"Conta de luz Vivo ✅ R$ 515,23",Moradia
Passagem de ônibus 😅,Transporte
Compra de supermercado Pão de Açúcar urgente,Mercado
Fui no Atacadão comprar comida ✅,Mercado
"Compra de livro machine learning (pix) R$ 371,53",Educação
PAGAMENTO DIVERSO,Outros
Bônus do trabalho,Renda
Netflix hoje,Assinaturas
"Pagamento diverso ✅ R$ 594,91",Outros
Conta de luz Itaú,Moradia
Hotel em centro,Viagem
Estacionamento aeroporto ✅,Transporte
"Bar McDonald's urgente R$ 234,20",Lazer
Recebi salário,Renda
Dentista ✅,Saúde
Passagem de ônibus 😅,Transporte
"Doação R$ 190,17",Outros
DEPÓSITO DE SALÁRIO ENEL (PIX),Renda
Plano de saúde Tim 😅,Saúde
Pagamento Tim,Renda
Bônus do trabalho 😅,Renda
Bar Restaurante japonês (pix),Lazer
Compra no Carrefour,Mercado
Udemy Machine Learning hoje,Educação
Airbnb casa urgente,Viagem
Sorvete Burger King ✅,Lazer
"Serviço iCloud (pix) R$ 155,04",Outros
Seguro viagem 😅,Viagem
Plano de saúde Itaú 😅,Saúde
EXAME DE SANGUE ✅,Saúde
PASSEIO TURÍSTICO ACADEMIA ✅,Viagem
MATERIAL ESCOLAR HOJE,Educação
Depósito de salário Enel 😅,Renda
"Compra de supermercado Carrefour R$ 395,55",Mercado
"Curso Machine Learning (pix) R$ 451,96",Educação
"CONTA DE ÁGUA UNIMED URGENTE R$ 339,28",Moradia
Fui no Assaí comprar comida,Mercado
99 para trabalho,Transporte
YouTube Premium hoje,Assinaturas
Fui no Supermercado local comprar comida urgente,Mercado
Aluguel de carro hoje,Viagem
"Presente para mãe (pix) R$ 177,43",Outros
Amazon Prime ✅,Assinaturas
Passagem de ônibus,Transporte
Gasolina no BR,Transporte
Passagem de ônibus ✅,Transporte
Udemy Power BI urgente,Educação
Compra de supermercado Atacadão,Mercado
"Assinatura ChatGPT Plus urgente R$ 117,12",Assinaturas
MENSALIDADE FACULDADE ✅,Educação
Bar Outback hoje,Lazer
Sorvete Restaurante japonês (pix),Lazer
Estacionamento academia,Transporte
Internet Tim,Moradia
Assinatura ChatGPT Plus (pix),Assinaturas
Paguei aluguel ✅,Moradia
Recebi salário,Renda
"Estacionamento aeroporto (pix) R$ 477,65",Transporte
Gás de cozinha,Moradia
Conta de água Itaú 😅,Moradia
Cinema com amigos (pix),Lazer
Remédio ibuprofeno,Saúde
Paguei aluguel,Moradia
DOAÇÃO URGENTE,Outros
Passeio turístico trabalho urgente,Viagem
AIRBNB TRABALHO URGENTE,Viagem
"Exame de sangue (pix) R$ 380,88",Saúde
Show/ingresso (pix),Lazer
"Show/ingresso (pix) R$ 260,45",Lazer
"Fui no Carrefour comprar comida 😅 R$ 318,55",Mercado
Gás de cozinha hoje,Moradia
"Dentista (pix) R$ 95,07",Saúde
Aluguel de carro (pix),Viagem
Compra no Atacadão ✅,Mercado
"Estacionamento casa urgente R$ 480,45",Transporte
Passagem de ônibus ✅,Transporte
Gás de cozinha,Moradia
Remédio ibuprofeno ✅,Saúde
Bar Restaurante japonês 😅,Lazer
PEDÁGIO CASA URGENTE,Transporte
Hortifruti Central,Mercado
"Internet Enel ✅ R$ 216,29",Moradia
Doação,Outros
Curso Python,Educação
Compra na Popular ✅,Outros
Plano de saúde Vivo 😅,Saúde
"SPOTIFY R$ 215,34",Assinaturas
Mensalidade faculdade 😅,Educação
Hotel em centro,Viagem
YouTube Premium,Assinaturas
Farmácia Droga Raia (pix),Saúde
Consulta médica (pix),Saúde
Seguro viagem urgente,Viagem
DENTISTA,Saúde
Plano de saúde Nubank 😅,Saúde
Netflix urgente,Assinaturas
Passagem aérea Latam hoje,Viagem
Exame de sangue,Saúde
Netflix 😅,Assinaturas
Consulta médica,Saúde
Manutenção moto urgente,Outros
"MANUTENÇÃO MOTO R$ 316,71",Outros
Ifood McDonald's hoje,Lazer
Gasolina no Ipiranga hoje,Transporte
Recebi salário 😅,Renda
Show/ingresso urgente,Lazer
Gasolina no Shell hoje,Transporte
Mensalidade faculdade hoje,Educação
Compra de livro estatística hoje,Educação
CONDOMÍNIO DO APARTAMENTO URGENTE,Moradia
"HOTEL EM ACADEMIA R$ 180,27",Viagem
"Pagamento diverso urgente R$ 213,07",Outros
Recebi salário urgente,Renda
Depósito de salário Tim urgente,Renda
CINEMA COM AMIGOS,Lazer
99 para trabalho,Transporte
ESTACIONAMENTO ACADEMIA (PIX),Transporte
Passagem de ônibus (pix),Transporte
"Consulta médica ✅ R$ 138,22",Saúde
"Exame de sangue 😅 R$ 410,74",Saúde
"Renovação Google One (pix) R$ 419,25",Assinaturas
Ifood Outback 😅,Lazer
Gás de cozinha (pix),Moradia
Doação,Outros
Fui no Pão de Açúcar comprar comida urgente,Mercado
"Hortifruti Popular (pix) R$ 300,36",Mercado
Restaurante Burger King (pix),Lazer
"Mensalidade faculdade hoje R$ 159,81",Educação
Dentista 😅,Saúde
Gasolina no Ale hoje,Transporte
Passagem de ônibus,Transporte
Doação ✅,Outros
COMPRA DE SUPERMERCADO ATACADÃO ✅,Mercado
Renovação iCloud 😅,Assinaturas
Hotel em casa hoje,Viagem
SERVIÇO OFFICE 365 HOJE,Outros
Hotel em casa ✅,Viagem
Passagem aérea Gol 😅,Viagem
Condomínio do apartamento hoje,Moradia
"Recebimento freelance {tipo} ✅ R$ 398,76",Renda
Exame de sangue,Saúde
Ifood Restaurante japonês,Lazer
Pix recebido do pai,Renda
NETFLIX URGENTE,Assinaturas
"Compra na da esquina (pix) R$ 220,56",Outros
GÁS DE COZINHA ✅,Moradia
Depósito de salário Enel urgente,Renda
Recebi salário 😅,Renda
Cinema com amigos 😅,Lazer
99 para casa hoje,Transporte
Açougue Popular urgente,Mercado
"Hotel em aeroporto hoje R$ 190,11",Viagem
"Doação R$ 38,70",Outros
Manutenção moto 😅,Outros
Sorvete Pizzaria (pix),Lazer
"Mensalidade faculdade ✅ R$ 254,80",Educação
Bar Burger King,Lazer
Farmácia Pague Menos,Saúde
Recebi salário,Renda
Consulta médica,Saúde
CONDOMÍNIO DO APARTAMENTO,Moradia
YouTube Premium,Assinaturas
Padaria da esquina urgente,Mercado
Pagamento diverso urgente,Outros
Curso Inglês,Educação
Dentista,Saúde
Netflix ✅,Assinaturas
Netflix hoje,Assinaturas
HORTIFRUTI CENTRAL 😅,Mercado
Serviço iCloud 😅,Outros
"Cinema com amigos 😅 R$ 428,94",Lazer
"Recebimento freelance {tipo} hoje R$ 90,73",Renda
Assinatura ChatGPT Plus,Assinaturas
Show/ingresso urgente,Lazer
"Passagem aérea Azul R$ 98,38",Viagem
Estacionamento centro 😅,Transporte
"Passagem de ônibus hoje R$ 271,96",Transporte
Consulta médica,Saúde
Depósito de salário Copasa 😅,Renda
Passeio turístico centro urgente,Viagem
Netflix,Assinaturas
Restaurante McDonald's (pix),Lazer
Amazon Prime 😅,Assinaturas
Dentista,Saúde
"Consulta médica 😅 R$ 72,11",Saúde
"Passagem de ônibus R$ 180,97",Transporte
Açougue da esquina,Mercado
"Uber para centro R$ 424,56",Transporte
"Restaurante Restaurante japonês urgente R$ 536,22",Lazer
Show/ingresso 😅,Lazer
"Condomínio do apartamento R$ 509,10",Moradia
Passagem de ônibus,Transporte
Paguei aluguel,Moradia
CURSO PYTHON (PIX),Educação
Recebi salário hoje,Renda
Conta de luz Enel,Moradia
Presente para pai urgente,Outros
Cinema com amigos,Lazer
Restaurante Pizzaria 😅,Lazer
Compra na Bom Preço hoje,Outros
Restaurante Outback,Lazer
Doação urgente,Outros
Uber para trabalho,Transporte
Show/ingresso,Lazer
Bar McDonald's,Lazer
Amazon Prime,Assinaturas
Recebimento freelance {tipo} (pix),Renda
"Ifood Burger King R$ 292,42",Lazer
INTERNET CLARO URGENTE,Moradia
Bar Burger King,Lazer
Sorvete McDonald's,Lazer
Assinatura iCloud,Assinaturas
ASSINATURA CHATGPT PLUS (PIX),Assinaturas
"DENTISTA R$ 292,84",Saúde
"Pedágio aeroporto 😅 R$ 580,84",Transporte
Estacionamento trabalho ✅,Transporte
"Sorvete Pizzaria ✅ R$ 545,86",Lazer
Seguro viagem,Viagem
Gasolina no Ipiranga,Transporte
"Pagamento Enel R$ 127,97",Renda
"Presente para pai R$ 69,37",Outros
Gasolina no Shell hoje,Transporte
Gás de cozinha,Moradia
Doação hoje,Outros
AÇOUGUE DA ESQUINA ✅,Mercado
"RECEBI SALÁRIO R$ 267,68",Renda
Padaria Bom Preço hoje,Mercado
AIRBNB TRABALHO URGENTE,Viagem
PAGAMENTO DIVERSO 😅,Outros
"Compra no Carrefour (pix) R$ 241,93",Mercado
Consulta médica (pix),Saúde
Seguro viagem 😅,Viagem
Curso Python (pix),Educação
Paguei aluguel 😅,Moradia
Dentista 😅,Saúde
Udemy Python 😅,Educação
99 para aeroporto 😅,Transporte
Renovação Office 365 ✅,Assinaturas
Recebimento freelance {tipo},Renda
Presente para Maria 😅,Outros
"Aluguel de carro R$ 200,49",Viagem
GASOLINA NO BR,Transporte
"YouTube Premium ✅ R$ 82,54",Assinaturas
"Sorvete McDonald's R$ 307,34",Lazer
Alura 😅,Educação
"Gás de cozinha urgente R$ 71,50",Moradia
CONTA DE ÁGUA COPASA (PIX),Moradia
Compra de supermercado Atacadão,Mercado
AMAZON PRIME,Assinaturas
"Renovação Office 365 urgente R$ 168,92",Assinaturas
"Pedágio casa R$ 505,17",Transporte
Paguei aluguel (pix),Moradia
PAGAMENTO NUBANK,Renda
Compra de supermercado Assaí ✅,Mercado
"Assinatura Office 365 R$ 464,50",Assinaturas
Serviço Google One hoje,Outros
"Depósito de salário Enel R$ 73,60",Renda
Airbnb academia ✅,Viagem
Gasolina no BR ✅,Transporte
Spotify (pix),Assinaturas
Pagamento Vivo,Renda
Compra no Pão de Açúcar ✅,Mercado
Ifood Pizzaria,Lazer
Cinema com amigos urgente,Lazer
Dentista 😅,Saúde
"Pagamento diverso R$ 276,74",Outros
Doação,Outros
Manutenção computador,Outros
"Renovação Google One ✅ R$ 587,38",Assinaturas
Passagem aérea Azul (pix),Viagem
Netflix ✅,Assinaturas
Uber para casa (pix),Transporte
Pedágio trabalho hoje,Transporte
Padaria Bom Preço,Mercado
"Udemy Inglês hoje R$ 594,46",Educação
Compra de supermercado Atacadão urgente,Mercado
Gás de cozinha urgente,Moradia
Exame de sangue ✅,Saúde
Cinema com amigos,Lazer
Serviço ChatGPT Plus 😅,Outros
"Curso Machine Learning (pix) R$ 41,52",Educação
Material escolar,Educação
Seguro viagem,Viagem
COMPRA NO ASSAÍ,Mercado
"Serviço iCloud hoje R$ 318,65",Outros
"Remédio vitamina C R$ 538,21",Saúde
Spotify (pix),Assinaturas
Paguei aluguel,Moradia
Bar Outback,Lazer
Airbnb aeroporto ✅,Viagem
Estacionamento academia (pix),Transporte
"Mensalidade faculdade R$ 253,67",Educação
Restaurante McDonald's,Lazer
Cinema com amigos urgente,Lazer
Airbnb aeroporto,Viagem
Gasolina no Ale,Transporte
Amazon Prime (pix),Assinaturas
Bônus do trabalho hoje,Renda
Internet Tim hoje,Moradia
Farmácia Pague Menos (pix),Saúde
Conta de água Enel urgente,Moradia
Restaurante Restaurante japonês urgente,Lazer
"Passagem de ônibus hoje R$ 510,10",Transporte
Hortifruti da esquina ✅,Mercado
Internet Nubank ✅,Moradia
Sorvete Outback,Lazer
Bar McDonald's urgente,Lazer
Conta de luz Vivo 😅,Moradia
Paguei aluguel 😅,Moradia
"ALUGUEL DE CARRO (PIX) R$ 328,57",Viagem
Netflix 😅,Assinaturas
"Ifood Pizzaria (pix) R$ 408,10",Lazer
MENSALIDADE FACULDADE (PIX),Educação
Bar Pizzaria urgente,Lazer
"Doação (pix) R$ 57,66",Outros
Pagamento Claro hoje,Renda
"Internet Tim R$ 249,30",Moradia
Pagamento diverso urgente,Outros
Compra de livro estatística,Educação
Ifood McDonald's,Lazer
"Udemy Inglês hoje R$ 582,43",Educação
"99 para centro urgente R$ 316,81",Transporte
Bônus do trabalho hoje,Renda
Internet Nubank hoje,Moradia
PAGAMENTO DIVERSO URGENTE,Outros
Seguro viagem 😅,Viagem
"DOAÇÃO R$ 405,27",Outros
Paguei aluguel (pix),Moradia
"HORTIFRUTI DA ESQUINA R$ 17,45",Mercado
Hortifruti Central (pix),Mercado
BÔNUS DO TRABALHO,Renda
Pedágio trabalho 😅,Transporte
"99 para centro R$ 85,51",Transporte
Estacionamento trabalho,Transporte
"Ifood McDonald's 😅 R$ 190,35",Lazer
"Ifood Pizzaria hoje R$ 431,16",Lazer
Bônus do trabalho,Renda
YouTube Premium ✅,Assinaturas
Restaurante Outback hoje,Lazer
"Gasolina no BR hoje R$ 331,68",Transporte
Internet Copasa (pix),Moradia
SPOTIFY HOJE,Assinaturas
"RESTAURANTE RESTAURANTE JAPONÊS R$ 323,93",Lazer
Gás de cozinha,Moradia
Pagamento Enel ✅,Renda
Estacionamento aeroporto (pix),Transporte
"Alura hoje R$ 19,38",Educação
"MENSALIDADE FACULDADE R$ 457,56",Educação
Gasolina no Ipiranga,Transporte
Cinema com amigos,Lazer
RESTAURANTE PIZZARIA HOJE,Lazer
UDEMY PYTHON,Educação
99 PARA TRABALHO,Transporte
"Hortifruti Popular (pix) R$ 65,49",Mercado
"RECEBI SALÁRIO URGENTE R$ 64,69",Renda
Gás de cozinha,Moradia
"Pagamento Enel (pix) R$ 204,12",Renda
Doação,Outros
INTERNET ENEL (PIX),Moradia
Passagem de ônibus,Transporte
Udemy Python urgente,Educação
"MENSALIDADE FACULDADE R$ 142,52",Educação
Conta de luz Unimed 😅,Moradia
Amazon Prime (pix),Assinaturas
"Presente para Maria urgente R$ 86,92",Outros
"Depósito de salário Claro hoje R$ 36,57",Renda
Estacionamento academia ✅,Transporte
"REMÉDIO ANTIALÉRGICO HOJE R$ 295,09",Saúde
Pix recebido do Maria,Renda
Assinatura ChatGPT Plus urgente,Assinaturas
